Region,Year,Unemployment_Rate,City_Map
"Prince Albert and Northern, Saskatchewan",2025,5.516666666666667,Prince Albert and Northern
Prince Edward Island,2015,10.85,Prince Edward Island
Prince Edward Island,2016,10.766666666666666,Prince Edward Island
Prince Edward Island,2017,10.108333333333333,Prince Edward Island
Prince Edward Island,2018,10.008333333333333,Prince Edward Island
Prince Edward Island,2019,9.233333333333333,Prince Edward Island
Prince Edward Island,2020,10.366666666666667,Prince Edward Island
Prince Edward Island,2021,10.075000000000001,Prince Edward Island
Prince Edward Island,2022,7.9750000000000005,Prince Edward Island
Prince Edward Island,2023,7.083333333333333,Prince Edward Island
Prince Edward Island,2024,7.858333333333333,Prince Edward Island
Prince Edward Island,2025,8.083333333333334,Prince Edward Island
Quebec,2015,7.708333333333333,Quebec
Quebec,2016,7.358333333333333,Quebec
Quebec,2017,6.2,Quebec
Quebec,2018,5.483333333333333,Quebec
Quebec,2019,5.066666666666666,Quebec
Quebec,2020,8.783333333333333,Quebec
Quebec,2021,6.308333333333334,Quebec
Quebec,2022,4.366666666666666,Quebec
Quebec,2023,4.408333333333333,Quebec
Quebec,2024,5.266666666666667,Quebec
Quebec,2025,5.666666666666667,Quebec
"Red Deer, Alberta",2015,6.2749999999999995,Red Deer
"Red Deer, Alberta",2016,8.924999999999999,Red Deer
"Red Deer, Alberta",2017,7.325,Red Deer
"Red Deer, Alberta",2018,5.816666666666666,Red Deer
"Red Deer, Alberta",2019,6.758333333333333,Red Deer
"Red Deer, Alberta",2020,11.5,Red Deer
"Red Deer, Alberta",2021,9.325000000000001,Red Deer
"Red Deer, Alberta",2022,6.183333333333334,Red Deer
"Red Deer, Alberta",2023,7.05,Red Deer
"Red Deer, Alberta",2024,7.383333333333333,Red Deer
"Red Deer, Alberta",2025,6.4750000000000005,Red Deer
"Regina-Moose Mountain, Saskatchewan",2015,4.166666666666667,Regina-Moose Mountain
"Regina-Moose Mountain, Saskatchewan",2016,5.3500000000000005,Regina-Moose Mountain
"Regina-Moose Mountain, Saskatchewan",2017,5.3500000000000005,Regina-Moose Mountain
"Regina-Moose Mountain, Saskatchewan",2018,5.675,Regina-Moose Mountain
"Regina-Moose Mountain, Saskatchewan",2019,4.983333333333333,Regina-Moose Mountain
"Regina-Moose Mountain, Saskatchewan",2020,8.066666666666666,Regina-Moose Mountain
"Regina-Moose Mountain, Saskatchewan",2021,6.875,Regina-Moose Mountain
"Regina-Moose Mountain, Saskatchewan",2022,4.783333333333333,Regina-Moose Mountain
"Regina-Moose Mountain, Saskatchewan",2023,5.008333333333334,Regina-Moose Mountain
"Regina-Moose Mountain, Saskatchewan",2024,5.8,Regina-Moose Mountain
"Regina-Moose Mountain, Saskatchewan",2025,5.808333333333334,Regina-Moose Mountain
"Saguenay-Lac-Saint-Jean, Quebec",2015,8.866666666666667,Saguenay-Lac-Saint-Jean
"Saguenay-Lac-Saint-Jean, Quebec",2016,8.225,Saguenay-Lac-Saint-Jean
"Saguenay-Lac-Saint-Jean, Quebec",2017,7.3500000000000005,Saguenay-Lac-Saint-Jean
"Saguenay-Lac-Saint-Jean, Quebec",2018,6.125,Saguenay-Lac-Saint-Jean
"Saguenay-Lac-Saint-Jean, Quebec",2019,5.683333333333334,Saguenay-Lac-Saint-Jean
"Saguenay-Lac-Saint-Jean, Quebec",2020,9.625,Saguenay-Lac-Saint-Jean
"Saguenay-Lac-Saint-Jean, Quebec",2021,5.891666666666667,Saguenay-Lac-Saint-Jean
"Saguenay-Lac-Saint-Jean, Quebec",2022,3.966666666666667,Saguenay-Lac-Saint-Jean
"Saguenay-Lac-Saint-Jean, Quebec",2023,3.25,Saguenay-Lac-Saint-Jean
"Saguenay-Lac-Saint-Jean, Quebec",2024,3.233333333333333,Saguenay-Lac-Saint-Jean
"Saguenay-Lac-Saint-Jean, Quebec",2025,4.325,Saguenay-Lac-Saint-Jean
"Saint John-St. Stephen, New Brunswick",2015,8.616666666666667,Saint John-St. Stephen
"Saint John-St. Stephen, New Brunswick",2016,8.35,Saint John-St. Stephen
"Saint John-St. Stephen, New Brunswick",2017,6.658333333333334,Saint John-St. Stephen
"Saint John-St. Stephen, New Brunswick",2018,7.0249999999999995,Saint John-St. Stephen
"Saint John-St. Stephen, New Brunswick",2019,6.891666666666667,Saint John-St. Stephen
"Saint John-St. Stephen, New Brunswick",2020,9.833333333333334,Saint John-St. Stephen
"Saint John-St. Stephen, New Brunswick",2021,9.441666666666666,Saint John-St. Stephen
"Saint John-St. Stephen, New Brunswick",2022,7.25,Saint John-St. Stephen
"Saint John-St. Stephen, New Brunswick",2023,5.741666666666667,Saint John-St. Stephen
"Saint John-St. Stephen, New Brunswick",2024,6.516666666666667,Saint John-St. Stephen
"Saint John-St. Stephen, New Brunswick",2025,7.1000000000000005,Saint John-St. Stephen
Saskatchewan,2015,5.016666666666667,Saskatchewan
Saskatchewan,2016,6.375,Saskatchewan
Saskatchewan,2017,6.425,Saskatchewan
Saskatchewan,2018,6.216666666666666,Saskatchewan
Saskatchewan,2019,5.508333333333333,Saskatchewan
Saskatchewan,2020,8.233333333333333,Saskatchewan
Saskatchewan,2021,6.625,Saskatchewan
Saskatchewan,2022,4.741666666666666,Saskatchewan
Saskatchewan,2023,4.641666666666667,Saskatchewan
Saskatchewan,2024,5.366666666666667,Saskatchewan
Saskatchewan,2025,5.133333333333334,Saskatchewan
"Saskatoon-Biggar, Saskatchewan",2015,5.325,Saskatoon-Biggar
"Saskatoon-Biggar, Saskatchewan",2016,6.558333333333334,Saskatoon-Biggar
"Saskatoon-Biggar, Saskatchewan",2017,7.458333333333333,Saskatoon-Biggar
"Saskatoon-Biggar, Saskatchewan",2018,6.6499999999999995,Saskatoon-Biggar
"Saskatoon-Biggar, Saskatchewan",2019,5.6000000000000005,Saskatoon-Biggar
"Saskatoon-Biggar, Saskatchewan",2020,9.291666666666666,Saskatoon-Biggar
"Saskatoon-Biggar, Saskatchewan",2021,7.041666666666667,Saskatoon-Biggar
"Saskatoon-Biggar, Saskatchewan",2022,4.3500000000000005,Saskatoon-Biggar
"Saskatoon-Biggar, Saskatchewan",2023,4.583333333333333,Saskatoon-Biggar
"Saskatoon-Biggar, Saskatchewan",2024,5.033333333333333,Saskatoon-Biggar
"Saskatoon-Biggar, Saskatchewan",2025,4.825,Saskatoon-Biggar
"South Central and North Central, Manitoba",2015,3.9166666666666665,South Central and North Central
"South Central and North Central, Manitoba",2016,3.9416666666666664,South Central and North Central
"South Central and North Central, Manitoba",2017,3.5500000000000003,South Central and North Central
"South Central and North Central, Manitoba",2018,3.8083333333333336,South Central and North Central
"South Central and North Central, Manitoba",2019,4.566666666666666,South Central and North Central
"South Central and North Central, Manitoba",2020,4.8999999999999995,South Central and North Central
"South Central and North Central, Manitoba",2021,5.883333333333333,South Central and North Central
"South Central and North Central, Manitoba",2022,3.9499999999999997,South Central and North Central
"South Central and North Central, Manitoba",2023,4.008333333333334,South Central and North Central
"South Central and North Central, Manitoba",2024,5.0,South Central and North Central
"South Central and North Central, Manitoba",2025,5.533333333333334,South Central and North Central
"South Coast-Burin Peninsula and Notre Dame-Central-Bonavista Bay, Newfoundland and Labrador",2015,18.25,South Coast-Burin Peninsula and Notre Dame-Central-Bonavista Bay
"South Coast-Burin Peninsula and Notre Dame-Central-Bonavista Bay, Newfoundland and Labrador",2016,18.916666666666668,South Coast-Burin Peninsula and Notre Dame-Central-Bonavista Bay
"South Coast-Burin Peninsula and Notre Dame-Central-Bonavista Bay, Newfoundland and Labrador",2017,22.2,South Coast-Burin Peninsula and Notre Dame-Central-Bonavista Bay
"South Coast-Burin Peninsula and Notre Dame-Central-Bonavista Bay, Newfoundland and Labrador",2018,18.916666666666668,South Coast-Burin Peninsula and Notre Dame-Central-Bonavista Bay
"South Coast-Burin Peninsula and Notre Dame-Central-Bonavista Bay, Newfoundland and Labrador",2019,16.958333333333332,South Coast-Burin Peninsula and Notre Dame-Central-Bonavista Bay
"South Coast-Burin Peninsula and Notre Dame-Central-Bonavista Bay, Newfoundland and Labrador",2020,17.825,South Coast-Burin Peninsula and Notre Dame-Central-Bonavista Bay
"South Coast-Burin Peninsula and Notre Dame-Central-Bonavista Bay, Newfoundland and Labrador",2021,17.283333333333335,South Coast-Burin Peninsula and Notre Dame-Central-Bonavista Bay
"South Coast-Burin Peninsula and Notre Dame-Central-Bonavista Bay, Newfoundland and Labrador",2022,15.716666666666667,South Coast-Burin Peninsula and Notre Dame-Central-Bonavista Bay
"South Coast-Burin Peninsula and Notre Dame-Central-Bonavista Bay, Newfoundland and Labrador",2023,14.008333333333333,South Coast-Burin Peninsula and Notre Dame-Central-Bonavista Bay
"South Coast-Burin Peninsula and Notre Dame-Central-Bonavista Bay, Newfoundland and Labrador",2024,13.950000000000001,South Coast-Burin Peninsula and Notre Dame-Central-Bonavista Bay
"South Coast-Burin Peninsula and Notre Dame-Central-Bonavista Bay, Newfoundland and Labrador",2025,14.616666666666667,South Coast-Burin Peninsula and Notre Dame-Central-Bonavista Bay
"Southeast, Manitoba",2015,5.5249999999999995,Southeast
"Southeast, Manitoba",2016,4.9750000000000005,Southeast
"Southeast, Manitoba",2017,4.208333333333333,Southeast
"Southeast, Manitoba",2018,4.75,Southeast
"Southeast, Manitoba",2019,4.391666666666667,Southeast
"Southeast, Manitoba",2020,6.2,Southeast
"Southeast, Manitoba",2021,5.741666666666667,Southeast
"Southeast, Manitoba",2022,4.5,Southeast
"Southeast, Manitoba",2023,3.9166666666666665,Southeast
"Southeast, Manitoba",2024,4.483333333333333,Southeast
"Southeast, Manitoba",2025,4.241666666666666,Southeast
"Southern, Nova Scotia",2015,10.85,Southern
"Southern, Nova Scotia",2016,11.35,Southern
"Southern, Nova Scotia",2017,9.858333333333333,Southern
"Southern, Nova Scotia",2018,7.0,Southern
"Southern, Nova Scotia",2019,8.575000000000001,Southern
"Southern, Nova Scotia",2020,10.908333333333333,Southern
"Southern, Nova Scotia",2021,9.041666666666666,Southern
"Southern, Nova Scotia",2022,8.65,Southern
"Southern, Nova Scotia",2023,6.941666666666666,Southern
"Southern, Nova Scotia",2024,8.891666666666667,Southern
"Southern, Nova Scotia",2025,7.058333333333334,Southern
"Southwest, Manitoba",2015,4.083333333333333,Southwest
"Southwest, Manitoba",2016,5.483333333333333,Southwest
"Southwest, Manitoba",2017,5.208333333333333,Southwest
"Southwest, Manitoba",2018,4.258333333333334,Southwest
"Southwest, Manitoba",2019,5.075,Southwest
"Southwest, Manitoba",2020,6.766666666666667,Southwest
"Southwest, Manitoba",2021,5.141666666666667,Southwest
"Southwest, Manitoba",2022,4.208333333333333,Southwest
"Southwest, Manitoba",2023,5.016666666666667,Southwest
"Southwest, Manitoba",2024,4.8999999999999995,Southwest
"Southwest, Manitoba",2025,5.166666666666667,Southwest
"Stratford-Bruce Peninsula, Ontario",2015,5.741666666666667,Stratford-Bruce Peninsula
"Stratford-Bruce Peninsula, Ontario",2016,5.075,Stratford-Bruce Peninsula
"Stratford-Bruce Peninsula, Ontario",2017,4.6000000000000005,Stratford-Bruce Peninsula
"Stratford-Bruce Peninsula, Ontario",2018,3.9166666666666665,Stratford-Bruce Peninsula
"Stratford-Bruce Peninsula, Ontario",2019,4.133333333333334,Stratford-Bruce Peninsula
"Stratford-Bruce Peninsula, Ontario",2020,6.966666666666666,Stratford-Bruce Peninsula
"Stratford-Bruce Peninsula, Ontario",2021,4.7250000000000005,Stratford-Bruce Peninsula
"Stratford-Bruce Peninsula, Ontario",2022,3.766666666666667,Stratford-Bruce Peninsula
"Stratford-Bruce Peninsula, Ontario",2023,4.675,Stratford-Bruce Peninsula
"Stratford-Bruce Peninsula, Ontario",2024,3.6999999999999997,Stratford-Bruce Peninsula
"Stratford-Bruce Peninsula, Ontario",2025,4.633333333333334,Stratford-Bruce Peninsula
"Swift Current-Moose Jaw, Saskatchewan",2015,3.6666666666666665,Swift Current-Moose Jaw
"Swift Current-Moose Jaw, Saskatchewan",2016,3.9,Swift Current-Moose Jaw
"Swift Current-Moose Jaw, Saskatchewan",2017,3.841666666666667,Swift Current-Moose Jaw
"Swift Current-Moose Jaw, Saskatchewan",2018,4.183333333333333,Swift Current-Moose Jaw
"Swift Current-Moose Jaw, Saskatchewan",2019,4.891666666666667,Swift Current-Moose Jaw
"Swift Current-Moose Jaw, Saskatchewan",2020,6.766666666666667,Swift Current-Moose Jaw
"Swift Current-Moose Jaw, Saskatchewan",2021,6.691666666666666,Swift Current-Moose Jaw
"Swift Current-Moose Jaw, Saskatchewan",2022,5.375,Swift Current-Moose Jaw
"Swift Current-Moose Jaw, Saskatchewan",2023,3.966666666666667,Swift Current-Moose Jaw
"Swift Current-Moose Jaw, Saskatchewan",2024,5.375,Swift Current-Moose Jaw
"Swift Current-Moose Jaw, Saskatchewan",2025,4.325,Swift Current-Moose Jaw
"Thompson-Okanagan, British Columbia",2015,6.4750000000000005,Thompson-Okanagan
"Thompson-Okanagan, British Columbia",2016,7.633333333333333,Thompson-Okanagan
"Thompson-Okanagan, British Columbia",2017,7.658333333333334,Thompson-Okanagan
"Thompson-Okanagan, British Columbia",2018,6.558333333333334,Thompson-Okanagan
"Thompson-Okanagan, British Columbia",2019,5.141666666666667,Thompson-Okanagan
"Thompson-Okanagan, British Columbia",2020,8.491666666666667,Thompson-Okanagan
"Thompson-Okanagan, British Columbia",2021,6.616666666666666,Thompson-Okanagan
"Thompson-Okanagan, British Columbia",2022,5.466666666666666,Thompson-Okanagan
"Thompson-Okanagan, British Columbia",2023,4.183333333333334,Thompson-Okanagan
"Thompson-Okanagan, British Columbia",2024,5.316666666666666,Thompson-Okanagan
"Thompson-Okanagan, British Columbia",2025,6.283333333333334,Thompson-Okanagan
"Toronto, Ontario",2015,7.25,Toronto
"Toronto, Ontario",2016,6.958333333333333,Toronto
"Toronto, Ontario",2017,6.575,Toronto
"Toronto, Ontario",2018,6.091666666666666,Toronto
"Toronto, Ontario",2019,5.891666666666667,Toronto
"Toronto, Ontario",2020,10.525,Toronto
"Toronto, Ontario",2021,9.475,Toronto
"Toronto, Ontario",2022,6.408333333333334,Toronto
"Toronto, Ontario",2023,6.091666666666666,Toronto
"Toronto, Ontario",2024,7.733333333333333,Toronto
"Toronto, Ontario",2025,8.741666666666667,Toronto
"Vancouver Island and Coast, British Columbia",2015,6.075,Vancouver Island and Coast
"Vancouver Island and Coast, British Columbia",2016,5.8999999999999995,Vancouver Island and Coast
"Vancouver Island and Coast, British Columbia",2017,5.116666666666666,Vancouver Island and Coast
"Vancouver Island and Coast, British Columbia",2018,4.875,Vancouver Island and Coast
"Vancouver Island and Coast, British Columbia",2019,4.283333333333333,Vancouver Island and Coast
"Vancouver Island and Coast, British Columbia",2020,8.75,Vancouver Island and Coast
"Vancouver Island and Coast, British Columbia",2021,6.0249999999999995,Vancouver Island and Coast
"Vancouver Island and Coast, British Columbia",2022,4.258333333333334,Vancouver Island and Coast
"Vancouver Island and Coast, British Columbia",2023,4.058333333333334,Vancouver Island and Coast
"Vancouver Island and Coast, British Columbia",2024,4.325,Vancouver Island and Coast
"Vancouver Island and Coast, British Columbia",2025,5.075,Vancouver Island and Coast
"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",2015,18.033333333333335,West Coast-Northern Peninsula-Labrador
"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",2016,16.233333333333334,West Coast-Northern Peninsula-Labrador
"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",2017,17.541666666666668,West Coast-Northern Peninsula-Labrador
"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",2018,16.366666666666667,West Coast-Northern Peninsula-Labrador
"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",2019,14.033333333333333,West Coast-Northern Peninsula-Labrador
"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",2020,16.2,West Coast-Northern Peninsula-Labrador
"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",2021,15.691666666666668,West Coast-Northern Peninsula-Labrador
"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",2022,15.016666666666666,West Coast-Northern Peninsula-Labrador
"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",2023,12.758333333333333,West Coast-Northern Peninsula-Labrador
"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",2024,11.366666666666667,West Coast-Northern Peninsula-Labrador
"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",2025,10.174999999999999,West Coast-Northern Peninsula-Labrador
"Windsor-Sarnia, Ontario",2015,8.508333333333333,Windsor-Sarnia
"Windsor-Sarnia, Ontario",2016,6.691666666666666,Windsor-Sarnia
"Windsor-Sarnia, Ontario",2017,6.3,Windsor-Sarnia
"Windsor-Sarnia, Ontario",2018,5.6000000000000005,Windsor-Sarnia
"Windsor-Sarnia, Ontario",2019,6.016666666666667,Windsor-Sarnia
"Windsor-Sarnia, Ontario",2020,11.391666666666666,Windsor-Sarnia
"Windsor-Sarnia, Ontario",2021,8.958333333333334,Windsor-Sarnia
"Windsor-Sarnia, Ontario",2022,6.558333333333334,Windsor-Sarnia
"Windsor-Sarnia, Ontario",2023,6.233333333333333,Windsor-Sarnia
"Windsor-Sarnia, Ontario",2024,7.583333333333333,Windsor-Sarnia
"Windsor-Sarnia, Ontario",2025,9.016666666666667,Windsor-Sarnia
"Winnipeg, Manitoba",2015,6.233333333333333,Winnipeg
"Winnipeg, Manitoba",2016,6.666666666666667,Winnipeg
"Winnipeg, Manitoba",2017,5.983333333333333,Winnipeg
"Winnipeg, Manitoba",2018,6.608333333333333,Winnipeg
"Winnipeg, Manitoba",2019,5.6000000000000005,Winnipeg
"Winnipeg, Manitoba",2020,8.958333333333334,Winnipeg
"Winnipeg, Manitoba",2021,7.2749999999999995,Winnipeg
"Winnipeg, Manitoba",2022,4.766666666666667,Winnipeg
"Winnipeg, Manitoba",2023,5.133333333333334,Winnipeg
"Winnipeg, Manitoba",2024,5.55,Winnipeg
"Winnipeg, Manitoba",2025,6.25,Winnipeg
"Wood Buffalo-Cold Lake, Alberta 6",2015,7.866666666666667,Wood Buffalo-Cold Lake
"Wood Buffalo-Cold Lake, Alberta 6",2016,9.558333333333334,Wood Buffalo-Cold Lake
"Wood Buffalo-Cold Lake, Alberta 6",2017,8.066666666666666,Wood Buffalo-Cold Lake
"Wood Buffalo-Cold Lake, Alberta 6",2018,6.091666666666666,Wood Buffalo-Cold Lake
"Wood Buffalo-Cold Lake, Alberta 6",2019,5.591666666666666,Wood Buffalo-Cold Lake
"Wood Buffalo-Cold Lake, Alberta 6",2020,9.008333333333335,Wood Buffalo-Cold Lake
"Wood Buffalo-Cold Lake, Alberta 6",2021,7.3,Wood Buffalo-Cold Lake
"Wood Buffalo-Cold Lake, Alberta 6",2022,5.958333333333333,Wood Buffalo-Cold Lake
"Wood Buffalo-Cold Lake, Alberta 6",2023,4.925,Wood Buffalo-Cold Lake
"Wood Buffalo-Cold Lake, Alberta 6",2024,5.808333333333334,Wood Buffalo-Cold Lake
"Wood Buffalo-Cold Lake, Alberta 6",2025,6.391666666666667,Wood Buffalo-Cold Lake
"Yorkton-Melville, Saskatchewan",2015,4.358333333333333,Yorkton-Melville
"Yorkton-Melville, Saskatchewan",2016,6.925,Yorkton-Melville
"Yorkton-Melville, Saskatchewan",2017,5.4750000000000005,Yorkton-Melville
"Yorkton-Melville, Saskatchewan",2018,6.416666666666667,Yorkton-Melville
"Yorkton-Melville, Saskatchewan",2019,4.241666666666666,Yorkton-Melville
"Yorkton-Melville, Saskatchewan",2020,6.5249999999999995,Yorkton-Melville
"Yorkton-Melville, Saskatchewan",2021,4.783333333333333,Yorkton-Melville
"Yorkton-Melville, Saskatchewan",2022,3.891666666666667,Yorkton-Melville
"Yorkton-Melville, Saskatchewan",2023,4.508333333333334,Yorkton-Melville
"Yorkton-Melville, Saskatchewan",2024,5.133333333333334,Yorkton-Melville
"Yorkton-Melville, Saskatchewan",2025,3.641666666666667,Yorkton-Melville
